protocol_id,x,elem_id,text,segmentation,seg_type,speaker,comments,facs,github,full_text
prot-198788--068,2,i-LvJftQXGtaAgskqgBauHTD,Fredagen den 19 februari Kompletteringsväl till ut,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L237,"Fredagen den 19 februari Kompletteringsväl till utskott ;,+'. .=+ =. «se. ia ere esccbsssenfr rs"
prot-198788--068,2,i-4tiZhCKkzgWFNzv4SbAqd6,7” 74,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L241,7” 74
prot-198788--068,2,i-DsNsBE55YLUiLn4LPySQvq,TS,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L244,TS
prot-198788--068,2,i-JdunNcBCxhmdN3C1V9uusr,7,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L247,7
prot-198788--068,2,i-BhWvNPzxAtBMGB2XfJ233J,79,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L250,79
prot-198788--068,2,i-LuhSk6Q4sERBSVocVsunRA,80,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L253,80
prot-198788--068,2,i-Bi4AbmrdMa3t8rwYiwtewr,81,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L256,81
prot-198788--068,2,i-BFpd9zsA8L4bA26Uurudjm,82,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L259,82
prot-198788--068,2,i-TdxW2XGdtKiM8mcc2wd1Z8,87,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L262,87
prot-198788--068,2,i-5XQ7bevUWavohUZoqj7rwB,88,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L265,88
prot-198788--068,2,i-CBQa8EkapJkXTLtjHfMfUg,89,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L268,89
prot-198788--068,2,i-PhBXv8zwNDigfUd1guYxCT,91,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L271,91
prot-198788--068,2,i-8KbQ6wurmKyXQNHwuCxB6j,9,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L274,9
prot-198788--068,2,i-CsgJ2dXyiKRh5kA4CXnYmU,99,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L277,99
prot-198788--068,2,i-KFwUmdSo8PBfkNgf5SrEnm,922,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L280,922
prot-198788--068,2,i-31KFKxM9Sd2raDRyHBtCir,93,note,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L283,93
prot-198788--068,2,i-CBASt2VepXQMKzJEouR9Ks,Prot. 1987/88:68-74,margin,,,,https://betalab.kb.se/prot-198788--68/prot_198788__68-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L286,Prot. 1987/88:68-74
prot-198990--007,161,i-NPXg8drkdFhrSdnmq7Po98,GUDRUN SCHYMAN (vpk) replik:,intro,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14159,GUDRUN SCHYMAN (vpk) replik:
prot-198990--007,161,i-WHbBz3nFvPBgxxgQoRtg7F,Herr talman! Jag noterar att Lennart Pettersson ta,u,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14163,"Herr talman! Jag noterar att Lennart Pettersson talar om schablondiskussioner när han talar om mina inlägg. Det är schabloner som jag kommer med. Jag tycker att Lennart Pettersson kommer med just den typen av schabloner som är typiska för socialdemokraterna när de skall diskutera EG. Man säger nämligen att vi skall integrera så mycket som möjligt, men vi skall inte göra avkall på någonting. Vår förhoppning är att kunna integrera Sverige med EG utan att släppa på våra ambitioner inom sysselsättningspolitiken, miljöpolitiken och välfärdspolitiken. Detta har varenda minister sagt när en fråga ställts om EG-politiken. Visst kan det vara en from förhopp-"
prot-198990--007,161,i-Y6PvEHKntUKEpjBrSEgqhk,Prot. 1989/90:7,margin,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14176,Prot. 1989/90:7
prot-198990--007,161,i-8TwA8tUNwFVUSNUcefXQKT,11 oktober 1989,margin,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14179,11 oktober 1989
prot-198990--007,161,i-EEGMnERL7UNShVu4RU9zz5,163,margin,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14182,163
prot-198990--007,161,i-JsHqqoF28XXWTPMvnFMrRM,"ning, men mer kan det faktiskt inte vara. Skulle d",u,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14186,"ning, men mer kan det faktiskt inte vara. Skulle det lyckas, skriver man i 90- talsrapporten, kommer produktiviteten, resurserna och välfärden att öka."
prot-198990--007,161,i-Dwm4qmjFS6ovBaLomzoU8A,Men man ställer sig frågan — jag gör det och Sven,u,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14191,"Men man ställer sig frågan — jag gör det och Sven Lindqvist har gjort det på ett ypperligt sätt i Dagens Nyheter i dag — hur det går om det inte skulle lyckas. Skulle då EG-integreringen plötsligt upphöra? Skulle de svenska företagen plötsligt flytta tillbaka till Sverige igen? Kan vi då backa hela utvecklingen och säga: Oj då, det gick visst inte som vi hade trott. Vi börjar om från början. Det menar jag inte kommer att vara möjligt. Då sitter vi där. Då får vi ta skeden i vacker hand. Då får vi konstatera att det faktiskt inte gick att göra denna integration och samtidigt bibehålla alla dessa ambitioner."
prot-198990--007,161,i-SLX6m3dzuzYdnnHU1vxgnX,Vad gäller den offentliga sektorn säger Lennart Pe,u,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14203,Vad gäller den offentliga sektorn säger Lennart Pettersson att den ligger utanför EG och får det att låta som att vi därför inte behöver bekymra oss så mycket. Jag tycker att det finns en väldig fara just i att den ligger utanför EG. Man tänker inte på vilka konsekvenser dagens integrationsprocess kommer att få för den offentliga sektorn. Det är det som är faran. Det blir inte konsekvenslöst bara därför att denna sektor inte tagits med i EG-samarbetet.
prot-198990--007,161,i-7ZyyEK1dKzkKS2Qr4FtbNn,Skattepolitiken kommer naturligtvis att inverka på,u,,,,https://betalab.kb.se/prot-198990--7/prot_198990__7-162.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14212,"Skattepolitiken kommer naturligtvis att inverka på vår möjlighet att bevara vår välfärd, vår socialpolitik och vår familjepolitik. Hela fördelningspolitiken bygger på att vi har möjligheter att ta ut skatter, den typ av skatter som i en framtida integration kommer att betraktas som handelshinder. Det måste man faktiskt inse. Det skulle vara klädsamt om socialdemokraterna diskuterade de här frågorna mer seriöst, erkände att det finns risker på alla håll och kanter men sade att vi bör ta chansen. Vi är tydligen beredda att betala priset. Men man skall vara ärlig och säga som det är så att alla andra utanför maktens korridor bör få en möjlighet att på ett reellt sätt ta ställning i denna fråga, som faktiskt berör vår framtid på ett mycket avgörande sätt."
prot-198990--117,62,i-EXK79AvoKammqJAq4G675k,Prot. 1989/90:117 8 maj 1990,margin,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5657,Prot. 1989/90:117 8 maj 1990
prot-198990--117,62,i-LZmQEVjDNkQi5dRY6oQZ3,Svar på frågor,amrgin,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5660,Svar på frågor
prot-198990--117,62,i-2xjFpCS5WKVFFnsoGCs3ya,62,margin,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5663,62
prot-198990--117,62,i-K8oeWK6nHjwKJxrSM6Aqxh,Fram till dess gäller det nuvarande statsbidragssy,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5667,"Fram till dess gäller det nuvarande statsbidragssystemet. Det bygger på att en fristående skola i statsbidrag för sina elever erhåller vad staten med säkerhet sparar på statsbidrag till det offentliga skolväsendet för dessa elever. Låt mig då påpeka att det med utgångspunkt häri inte är relevant att tala om en genomsnittskostnad per elev i t.ex. grundskolan, utan att beräkningen bör avse en marginalkostnad. Denna är normalt betydligt lägre."
prot-198990--117,62,i-TxmV4tMYhviSNNLoZUxH5Y,För de skolor som har akuta ekonomiska problem har,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5676,"För de skolor som har akuta ekonomiska problem har jag hänvisat skolorna till kontakter med resp. kommun för att hitta lösningar. I flera fall har kommunerna också skjutit till extra kommunala bidrag. Waldorfskolan i Norrköping, som nu är aktuell, fick t.ex. ett extra bidrag på 1,1 milj. kr. före jul. Detta är enligt uppgift slut. Om ytterligera kommunalt bidrag skall lämnas i ett sådant fall eller om andra lösningar skall undersökas är en sak för resp. kommun och skola att diskutera."
prot-198990--117,62,i-8jtnMwsu5nQJ8hjTxsXAmy,Några åtgärder från regeringens sida är således fö,u,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5686,Några åtgärder från regeringens sida är således för närvarande inte aktuella.
prot-198990--117,62,i-4GjsMvKZG68JuFb5QfzMkK,Anf. 150 BIRGER HAGÅRD (m):,intro,,,,https://betalab.kb.se/prot-198990--117/prot_198990__117-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--117.xml#L5691,Anf. 150 BIRGER HAGÅRD (m):
